t,totalmass,massrate
5.29,0,0
5.3,0,0
5.31,0,0
5.32,0,0
5.33,0,0
5.34,0,0
5.35,0,0
5.36,0,0
5.37,0,0
5.38,0,0
5.39,0,0
5.4,0,0
5.41,0,0
5.42,0,0
5.43,0,0
5.44,0,0
5.45,0,0
5.46,0,0
5.47,0,0
5.48,0,0
5.49,0,0
5.5,0,0
5.51,0,0
5.52,0,0
5.53,0,0
5.54,0,0
5.55,0,0
5.56,0,0
5.57,0,0
5.58,0,0
5.59,0,0
5.6,0,0
5.61,0,0
5.62,0,0
5.63,0,0
5.64,0,0
5.65,0,0
5.66,0,0
5.67,0,0
5.68,0,0
5.69,0,0
5.7,0,0
5.71,0,0
5.72,0,0
5.73,0,0
5.74,0,0
5.75,0,0
5.76,0,0
5.77,0,0
5.78,0,0
5.79,0,0
5.8,0,0
5.81,0,0
5.82,0,0
5.83,0,0
5.84,0,0
5.85,0,0
5.86,0,0
5.87,0,0
5.88,0,0
5.89,0,0
5.9,0,0
5.91,0,0
5.92,0,0
5.93,0,0
5.94,0,0
5.95,0,0
5.96,0,0
5.97,0,0
5.98,0,0
5.99,0,0
6,0,0
6.01,0,0
6.02,0,0
6.03,0,0
6.04,0,0
6.05,0,0
6.06,0,0
6.07,0,0
6.08,0,0
6.09,0,0
6.1,0,0
6.11,0,0
6.12,0,0
6.13,0,0
6.14,0,0
6.15,0,0
6.16,0,0
6.17,0,0
6.18,0,0
6.19,0,0
6.2,0,0
6.21,0,0
6.22,0,0
6.23,0,0
6.24,0,0
6.25,0,0
6.26,0,0
6.27,0,0
6.28,0,0
6.29,0,0
6.3,0,0
6.31,0,0
6.32,0,0
6.33,0,0
6.34,0,0
6.35,0,0
6.36,0,0
6.37,0,0
6.38,0,0
6.39,0,0
6.4,0,0
6.41,0,0
6.42,0,0
6.43,0,0
6.44,0,0
6.45,0,0
6.46,0,0
6.47,0,0
6.48,0,0
6.49,0,0
6.5,0,0
6.51,0,0
6.52,0,0
6.53,0,0
6.54,0,0
6.55,0,0
6.56,0,0
6.57,0,0
6.58,0,0
6.59,0,0
6.6,0,0
6.61,0,0
6.62,0,0
6.63,0,0
6.64,0,0
6.65,0,0
6.66,0,0
6.67,0,0
6.68,0.00502654824574367,0.502654824574379
6.69,0.0238583839092001,1.88318356634569
6.7,0.0238583839092001,0
6.71,0.0285663428250642,0.470795891586422
6.72,0.0410557285020076,1.24893856769437
6.73,0.0729759535437563,3.19202250417494
6.74,0.0890557607447324,1.60798072009765
6.75,0.10649315485108,1.74373941063478
6.76,0.120935620928552,1.44424660774723
6.77,0.139568432089734,1.86328111611828
6.78,0.172048215833231,3.24797837434978
6.79,0.204088925560914,3.20407097276838
6.8,0.236365914890953,3.22769893300393
6.81,0.30056312926274,6.41972143717888
6.82,0.354989241526174,5.44261122634357
6.83,0.412643051214648,5.76538096884749
6.84,0.461521231489001,4.88781802743539
6.85,0.534016826300685,7.24955948116857
6.86,0.613256430309621,7.92396040089386
6.87,0.677976608436411,6.47201781267918
6.88,0.795119673580808,11.7143065144399
6.89,0.876233818173933,8.11141445931272
6.9,0.95578982161323,7.95560034392989
6.91,1.0163593593609,6.05695377476749
6.92,1.03331731459351,1.69579552326049
6.93,1.03970078959129,0.638347499777907
6.94,1.03970078959129,0
6.95,1.03970078959129,0
6.96,1.03970078959129,0
6.97,1.03970078959129,0
6.98,1.03970078959129,0
6.99,1.03970078959129,0
7,1.03970078959129,0
7.01,1.03970078959129,0
7.02,1.03970078959129,0
7.03,1.03970078959129,0
7.04,1.03970078959129,0
7.05,1.04472733783703,0.502654824574401
7.06,1.05514030837466,1.04129705376259
7.07,1.06547473909594,1.03344307212861
7.08,1.06950423463579,0.402949553984687
7.09,1.08251123414489,1.30069995090979
7.1,1.10026655742778,1.77553232828911
7.11,1.10026655742778,0
7.12,1.11135799134142,1.10914339136435
7.13,1.12077390917315,0.94159178317288
7.14,1.14650968371939,2.57357745462449
7.15,1.17592145174701,2.94117680276132
7.16,1.21270737549063,3.67859237436294
7.17,1.25511977103968,4.24123955490509
7.18,1.289829279644,3.47095086043116
7.19,1.33675086931163,4.69215896676347
7.2,1.3825959465987,4.58450772870682
7.21,1.45461745245949,7.20215058607933
7.22,1.51215454737321,5.75370949137258
7.23,1.56773856188641,5.55840145131967
7.24,1.65543805603244,8.76994941460364
7.25,1.71899809174447,6.35600357120305
7.26,1.80111305895468,8.21149672102101
7.27,1.89918958884493,9.80765298902534
7.28,2.00197850771557,10.2788918870639
7.29,2.04909912188547,4.71206141699059
7.3,2.07124447490768,2.21453530222116
7.31,2.0729199909896,0.167551608191467
7.32,2.0729199909896,0
7.33,2.0729199909896,0
7.34,2.0729199909896,0
7.35,2.0729199909896,0
7.36,2.0729199909896,0
7.37,2.0729199909896,0
7.38,2.0729199909896,0
7.39,2.0729199909896,0
7.4,2.0729199909896,0
7.41,2.0729199909896,0
7.42,2.0729199909896,0
7.43,2.08097898206929,0.805899107969329
7.44,2.09745683827481,1.64778562055238
7.45,2.10475882616215,0.730198788733611
7.46,2.11038529796757,0.562647180542144
7.47,2.11509325688343,0.470795891586395
7.48,2.12195617075496,0.68629138715221
7.49,2.12901810912875,0.706193837379593
7.5,2.16289584463555,3.3877735506798
7.51,2.1851197374741,2.22238928385515
7.52,2.20375254863528,1.8632811161182
7.53,2.22330387268602,1.95513240507395
7.54,2.23766779894715,1.4363926261132
7.55,2.26025222598518,2.25844270380256
7.56,2.32728285868864,6.70306327034636
7.57,2.35198121567106,2.46983569824174
7.58,2.40596825391868,5.39870382476208
7.59,2.45269147923737,4.67232253186951
7.6,2.50080888640818,4.8117407170812
7.61,2.5560323667219,5.52234803137215
7.62,2.62801258786643,7.19802211445323
7.63,2.73154872994205,10.3536142075623
7.64,2.8162952409288,8.47465109867531
7.65,2.91273595944173,9.64407185129295
7.66,2.9919345384394,7.91985789976716
7.67,3.07436743482615,8.24328963867506
7.68,3.11542382348149,4.10563886553442
7.69,3.13026718861637,1.48433651348755
7.7,3.13026718861637,0
7.71,3.13026718861637,0
7.72,3.13026718861637,0
7.73,3.13026718861637,0
7.74,3.13026718861637,0
7.75,3.13026718861637,0
7.76,3.13026718861637,0
7.77,3.13026718861637,0
7.78,3.13026718861637,0
7.79,3.13026718861637,0
7.8,3.13026718861637,0
7.81,3.14203708590603,1.17698972896603
7.82,3.14842056090381,0.638347499777862
7.83,3.15336856933321,0.494800842940413
7.84,3.15572254879114,0.235397945793198
7.85,3.16964740103646,1.3924852245318
7.86,3.18006037157408,1.04129705376253
7.87,3.18903787554334,0.897750396925078
7.88,3.21329781866327,2.42599431199403
7.89,3.232170679338,1.88728606747222
7.9,3.26632597916341,3.41552998254117
7.91,3.28831048264176,2.19845034783482
7.92,3.30846239040551,2.01519077637538
7.93,3.35702198134998,4.85595909444732
7.94,3.41778896358826,6.07669822382825
7.95,3.46132266644033,4.35337028520661
7.96,3.50796735194268,4.66446855023552
7.97,3.57675739046725,6.87900385245669
7.98,3.62966440612811,5.2907015660863
7.99,3.72230813879236,9.26437326642544
8,3.81455408215706,9.2245943364698
8.01,3.91278637137331,9.82322892162572
8.02,4.01537183567715,10.2585464303842
8.03,4.08942470204981,7.40528663726652
8.04,4.15909222845267,6.96675264028562
8.05,4.16942665917395,1.0334430721285
8.06,4.17178063863188,0.235397945793198
8.07,4.17178063863188,0
8.08,4.17178063863188,0
8.09,4.17178063863188,0
8.1,4.17178063863188,0
8.11,4.17178063863188,0
8.12,4.17178063863188,0
8.13,4.17178063863188,0
8.14,4.17178063863188,0
8.15,4.17178063863188,0
8.16,4.17178063863188,0
8.17,4.17178063863188,0
8.18,4.1734561547138,0.167551608191467
8.19,4.18993401091932,1.64778562055238
8.2,4.20537795976721,1.54439488478881
8.21,4.20773193922514,0.235397945793198
8.22,4.20773193922514,0
8.23,4.22029986471843,1.25679254932839
8.24,4.23206976200809,1.17698972896599
8.25,4.23677772092395,0.470795891586395
8.26,4.23913170038188,0.235397945793198
8.27,4.25349562664301,1.43639262611316
8.28,4.28138635614491,2.78907295019033
8.29,4.29982014280382,1.8433786658909
8.3,4.34095726117503,4.11371183712045
8.31,4.39011366592133,4.91564047463016
8.32,4.42953490335269,3.9421237431359
8.33,4.48016779967863,5.06328963259429
8.34,4.53818433346609,5.80165337874675
8.35,4.62875542090221,9.05710874361198
8.36,4.7058842047246,7.71287838223938
8.37,4.77455375856323,6.86695538386325
8.38,4.87410678003312,9.95530214698889
8.39,4.97576996153622,10.1663181503098
8.4,5.04966376781619,7.38938062799788
8.41,5.12702883124094,7.73650634247494
8.42,5.17646280030585,4.94339690649153
8.43,5.19932413150916,2.28613312033025
8.44,5.20167811096709,0.235397945793198
8.45,5.20167811096709,0
8.46,5.20167811096709,0
8.47,5.20167811096709,0
8.48,5.20167811096709,0
8.49,5.20167811096709,0
8.5,5.20167811096709,0
8.51,5.20167811096709,0
8.52,5.20167811096709,0
8.53,5.20167811096709,0
8.54,5.20167811096709,0
8.55,5.20502914313092,0.335103216382934
8.56,5.22082853596042,1.57993928295065
8.57,5.23216001938761,1.13314834271823
8.58,5.24157593721933,0.941591783172791
8.59,5.24392991667727,0.235397945793198
8.6,5.25933126050222,1.54013438249598
8.61,5.27182064617917,1.24893856769435
8.62,5.28526605955074,1.34454133715746
8.63,5.30086642787797,1.56003683272331
8.64,5.31355483805719,1.26884101792169
8.65,5.32915520638442,1.56003683272331
8.66,5.37372255688913,4.45673505047088
8.67,5.41134779355264,3.76252366635113
8.68,5.42990272505082,1.85549314981777
8.69,5.4727983293848,4.28956043339782
8.7,5.53600226096187,6.32039315770753
8.71,5.58982778951229,5.38255285504214
8.72,5.64549034384182,5.56625543295355
8.73,5.71587511846697,7.03847746251424
8.74,5.80640803094467,9.05329124777103
8.75,5.89801811595628,9.16100850116099
8.76,5.9842814833806,8.62633674243248
8.77,6.09313370790747,10.8852224526869
8.78,6.16160138719097,6.84676792835022
8.79,6.21566411520207,5.40627280111043
8.8,6.22272605357587,0.706193837379593
8.81,6.22272605357587,0
8.82,6.22272605357587,0
8.83,6.22272605357587,0
8.84,6.22272605357587,0
8.85,6.22272605357587,0
8.86,6.22272605357587,0
8.87,6.22272605357587,0
8.88,6.22272605357587,0
8.89,6.22272605357587,0
8.9,6.22272605357587,0
8.91,6.22272605357587,0
8.92,6.22272605357587,0
8.93,6.23178209736146,0.905604378559066
8.94,6.24690302681495,1.51209294534892
8.95,6.25891297361815,1.20099468031996
8.96,6.25891297361815,0
8.97,6.27307787537701,1.41649017588582
8.98,6.28556726105395,1.24893856769435
8.99,6.29195073605173,0.638347499777862
9,6.30846961726852,1.65188812167902
9.01,6.32702454876669,1.85549314981777
9.02,6.35276032331294,2.57357745462447
9.03,6.38320471692838,3.04443936154442
9.04,6.42470236949906,4.14976525706773
9.05,6.43998480864975,1.52824391506886
9.06,6.48383644067836,4.38516320286092
9.07,6.5298805424677,4.60441017893418
9.08,6.58861371458959,5.87331721218943
9.09,6.66007566174863,7.1461947159042
9.1,6.73021885711404,7.0143195365416
9.11,6.80682691734643,7.66080602323918
9.12,6.87545829622665,6.86313788802229
9.13,6.97720154729228,10.1743251065624
9.14,7.06821481850206,9.10132712097815
9.15,7.16349386485404,9.52790463519846
9.16,7.2321223936814,6.86285288273661
9.17,7.26072976151773,2.86073678363301
9.18,7.26926819147117,0.853842995343721
9.19,7.26926819147117,0
9.2,7.26926819147117,0
9.21,7.26926819147117,0
9.22,7.26926819147117,0
9.23,7.26926819147117,0
9.24,7.26926819147117,0
9.25,7.26926819147117,0
9.26,7.26926819147117,0
9.27,7.26926819147117,0
9.28,7.26926819147117,0
9.29,7.26926819147117,0
9.3,7.27094370755308,0.167551608191467
9.31,7.28371065754864,1.27669499955572
9.32,7.29588211404904,1.2171456500399
9.33,7.30813211036578,1.22499963167394
9.34,7.32062149604272,1.24893856769435
9.35,7.32915992599616,0.853842995343721
9.36,7.34208838568891,1.29284596927567
9.37,7.35409833249211,1.20099468031996
9.38,7.37775769189904,2.36593594069264
9.39,7.38797163793439,1.02139460353519
9.4,7.42384281869965,3.58711807652563
9.41,7.46374349500475,3.99006763051029
9.42,7.49035675742928,2.66132624245354
9.43,7.50922961810401,1.88728606747222
9.44,7.57075426368798,6.15246455839766
9.45,7.63754861678909,6.67943531011089
9.46,7.66607744480908,2.85288280199898
9.47,7.7128410349857,4.67635901766255
9.48,7.80305290852902,9.02118735433172
9.49,7.87339797844956,7.03450699205471
9.5,7.97529611924834,10.1898140798782
9.51,8.06012117005145,8.48250508031055
9.52,8.15464321321108,9.45220431596394
9.53,8.24269815133874,8.80549381276644
9.54,8.28870188827016,4.6003736931419
9.55,8.31699066677662,2.82887785064563
9.56,8.32026315912411,0.327249234748991
9.57,8.32026315912411,0
9.58,8.32026315912411,0
9.59,8.32026315912411,0
9.6,8.32026315912411,0
9.61,8.32026315912411,0
9.62,8.32026315912411,0
9.63,8.32026315912411,0
9.64,8.32026315912411,0
9.65,8.32026315912411,0
9.66,8.32026315912411,0
9.67,8.32026315912411,0
9.68,8.32596817074587,0.57050116217622
9.69,8.33235164574365,0.638347499777951
9.7,8.34923106115992,1.68794154162683
9.71,8.35629299953372,0.70619383737986
9.72,8.35796851561563,0.167551608191378
9.73,8.37843835255593,2.0469836940301
9.74,8.38976983598311,1.13314834271832
9.75,8.39898672931257,0.921689332945541
9.76,8.42113208233478,2.21453530222147
9.77,8.44607048883074,2.49384064959616
9.78,8.45480794328646,0.873745445571238
9.79,8.47527778022676,2.0469836940301
9.8,8.52598855621571,5.0710775988953
9.81,8.54629688345881,2.03083272431007
9.82,8.63159734351947,8.53004600606673
9.83,8.68562189657218,5.40245530527037
9.84,8.76725808506199,8.16361884898138
9.85,8.82431197119079,5.70538861288035
9.86,8.91184995563963,8.75379844488456
9.87,9.00094766125398,8.90977056143448
9.88,9.08768827765253,8.67406163985599
9.89,9.13800192449527,5.03136468427326
9.9,9.22358774840191,8.55858239066499
9.91,9.30279009731078,7.92023489088704
9.92,9.35346427835299,5.0674181042209
9.93,9.35673677070048,0.327249234748991
9.94,9.35673677070048,0
9.95,9.35673677070048,0
9.96,9.35673677070048,0
9.97,9.35673677070048,0
9.98,9.35673677070048,0
9.99,9.35673677070048,0
10,9.35673677070048,0
10.01,9.35673677070048,0
10.02,9.35673677070048,0
10.03,9.35673677070048,0
10.04,9.35673677070048,0
10.05,9.35673677070048,0
10.06,9.37724412244585,2.05073517453749
10.07,9.3884970660567,1.12529436108455
10.08,9.40118547623592,1.26884101792214
10.09,9.40445796858341,0.327249234748991
10.1,9.41151990695721,0.70619383737986
10.11,9.41487093912104,0.335103216382756
10.12,9.43789378002154,2.30228409005099
10.13,9.4718462854335,3.3952505411956
10.14,9.49251514687608,2.0668861442577
10.15,9.51314206344905,2.06269165729763
10.16,9.53289241200207,1.975034855302
10.17,9.5913846147521,5.84922027500326
10.18,9.62745482001964,3.60702052675359
10.19,9.66084934674151,3.33945267218753
10.2,9.71088165935445,5.00323126129339
10.21,9.78094473489186,7.00630755374209
10.22,9.8470195996057,6.6074864713835
10.23,9.87901994447546,3.20003448697602
10.24,9.9678780010246,8.88580565491409
10.25,10.0653152645621,9.74372635374655
10.26,10.1484692293478,8.31539647857105
10.27,10.2319417834634,8.34725541155861
10.28,10.3375177457316,10.5575962268211
10.29,10.3938183985792,5.630065284763
10.3,10.4106148441146,1.67964455354057
10.31,10.4106148441146,0
10.32,10.4106148441146,0
10.33,10.4106148441146,0
10.34,10.4106148441146,0
10.35,10.4106148441146,0
10.36,10.4106148441146,0
10.37,10.4106148441146,0
10.38,10.4106148441146,0
10.39,10.4106148441146,0
10.4,10.4106148441146,0
10.41,10.4106148441146,0
10.42,10.4106148441146,0
10.43,10.4156413923603,0.502654824574312
10.44,10.4250573101921,0.941591783173146
10.45,10.4306837819975,0.562647180542277
10.46,10.4347132775373,0.402949553984665
10.47,10.4412582622323,0.654498469497982
10.48,10.4630430810551,2.17848188227384
10.49,10.4731784872741,1.01354062190125
10.5,10.4891393898008,1.59609025267113
10.51,10.5088897383538,1.975034855302
10.52,10.5421265252897,3.323678693586
10.53,10.5600808730748,1.79543477851678
10.54,10.5920010981166,3.19202250417508
10.55,10.6219241079887,2.99230098721093
10.56,10.6626609874558,4.07368794671409
10.57,10.6893527896967,2.66918022408784
10.58,10.747886277163,5.85334874662933
10.59,10.7881474876676,4.02612105045828
10.6,10.8652731617321,7.71256740645524
10.61,10.9402842456989,7.50110839668246
