time,Fx,Fy,Fz
0.56,0.923172550207005,-86.6796046960596,-176.797189422108
0.57,0.71955313469932,-71.4751683593277,-143.806478167302
0.58,-0.171231164475326,-74.5768118057824,-152.807140655697
0.59,2.3995004670983,-79.443327185579,-163.02276553099
0.6,1.16043938226542,-79.6830523689377,-164.50583203864
0.61,-0.614569625592109,-73.0052926202923,-146.311426257212
0.62,-3.31588813391534,-70.6726948204371,-150.764395861342
0.63,0.0172795100297843,-76.2836530109231,-180.609675770059
0.64,-4.87287244124544,-72.8994342655515,-160.804789304816
0.65,-0.846489254388947,-73.3890703617726,-156.993866881849
0.66,0.998217903920404,-79.0538749614459,-168.53637146153
0.67,5.77210083079387,-70.7861219568601,-156.065985664186
0.68,2.99097860004194,-63.4832637693837,-154.79969071252
0.69,-1.13626933719437,-68.6165652330834,-167.34950715878
0.7,1.437751318119,-67.8842762638225,-151.694512164488
0.71,-7.88036352232989,-69.5138496313107,-170.7629735814
0.72,-0.649462155905992,-42.8112817269536,-101.467251960866
0.73,5.35079231972915,-20.2150565266714,-69.1948817407367
0.74,-0.162246940986733,-69.3493800493863,-193.444688887433
0.75,-0.777283431839151,-71.2202276595866,-186.828674216432
0.76,-0.377469151183164,-55.8722259706964,-148.964590642109
0.77,0.514236196711107,-55.0826389612413,-145.687938889746
0.78,-1.74226350746224,-61.4741973484627,-153.629382445688
0.79,0.619642272417326,-61.0893731396526,-167.62745973306
0.8,4.18618351330817,-59.9115898292673,-159.854460645133
0.81,-1.55623064453891,-59.3871461918075,-161.653957723731
0.82,4.66060070624782,-56.3002594095132,-158.526327416295
0.83,-0.411495895108488,-59.5048462287341,-154.981433764208
0.84,-0.382738234097205,-58.2823185616674,-167.728728285244
0.85,2.82824724566267,-52.3632265366694,-150.128828075942
0.86,2.16518409796921,-52.3405664197065,-139.792456843663
0.87,2.25987728986494,-53.3520864516524,-167.108011135651
0.88,-2.14235924107457,-58.4067978767061,-171.229411620109
0.89,4.35523707089554,-56.2935861108715,-152.818543995599
0.9,2.36009886429412,-49.488215753498,-142.796255770077
0.91,-0.278345233112438,-54.3497599729591,-164.422801272049
0.92,-0.66095266391689,-56.0590802760413,-156.34503580482
0.93,0.568037207537561,-52.6028635533959,-155.755111079938
0.94,-1.27953022860717,-56.0454965803454,-159.274712909442
0.95,0.690001404223695,-52.4286136020137,-150.792481365199
0.96,0.341836309026935,-57.8211347653175,-169.954277875946
0.97,-0.261199247452969,-53.6945487790006,-163.244922958968
0.98,0.289462134438025,-52.1829436797282,-146.424777467989
0.99,2.57878505242841,-55.5212584611334,-168.842723651493
1,4.8662223932697,-33.7267108502755,-107.726889432683
1.01,-0.124824207571018,-18.3854645730448,-81.3899022245711
1.02,0.874696767405822,-54.5946668458389,-176.805103300398
1.03,3.27225012275174,-58.0011692978419,-197.393804137988
1.04,3.46405225148672,-50.5840475134841,-169.698064784027
1.05,2.39042675436683,-48.6384595548231,-150.992636622128
1.06,0.936132180538349,-45.2565985765543,-152.9585033338
1.07,3.59649167206433,-50.7167697860806,-150.393896867228
1.08,5.64482454384829,-48.0739998222487,-164.503966874115
1.09,0.981581639134057,-44.8953834321325,-163.699178432295
1.1,1.41694918748079,-46.3603396877968,-152.6334817861
1.11,1.74353014026048,-48.0822728762027,-159.501847764247
1.12,1.66095334426003,-48.4463076406999,-167.364033837944
1.13,3.39350750915572,-45.9624694376324,-168.013777134243
1.14,2.60630112058065,-48.4771271534307,-156.214143214918
1.15,1.2845069420622,-46.4307117285209,-159.204386077577
1.16,2.05213259020334,-45.6083486360291,-158.673205072579
1.17,5.07212100528898,-49.0891387574453,-169.680608158289
1.18,1.05185012054653,-44.1790074486999,-164.282044741116
1.19,0.751101425256732,-43.6773325268844,-155.14537682179
